item_id,split,gold,model,arm,native_reasoner,k,N,H
VB-1551,VB,0,qwen35-9b,difficulty,0,0.0,10,2.0
VB-1551,VB,0,qwen35-9b,noref,0,0.0,8,
VB-1551,VB,0,qwen35-9b,verbatim,0,0.0,10,
VB-1562,VB,1,gemma3-1b,noref,0,10.0,10,
VB-1562,VB,1,gemma3-1b,verbatim,0,10.0,10,
VB-1562,VB,1,gemma4-26b,difficulty,1,10.0,10,1.0
VB-1562,VB,1,gemma4-26b,noref,1,10.0,10,
VB-1562,VB,1,gemma4-26b,verbatim,1,10.0,10,
VB-1562,VB,1,gptoss-20b,difficulty,1,10.0,10,1.0
VB-1562,VB,1,gptoss-20b,noref,1,10.0,10,
VB-1562,VB,1,gptoss-20b,verbatim,1,10.0,10,
VB-1562,VB,1,qwen3-1.7b,difficulty,0,10.0,10,5.0
VB-1562,VB,1,qwen3-1.7b,noref,0,10.0,10,
VB-1562,VB,1,qwen3-1.7b,verbatim,0,10.0,10,
VB-1562,VB,1,qwen3-32b,difficulty,0,10.0,10,1.0
VB-1562,VB,1,qwen3-32b,noref,0,10.0,10,
VB-1562,VB,1,qwen3-32b,verbatim,0,10.0,10,
VB-1562,VB,1,qwen3-8b,difficulty,0,10.0,10,1.6
VB-1562,VB,1,qwen3-8b,noref,0,10.0,10,
VB-1562,VB,1,qwen3-8b,verbatim,0,10.0,10,
VB-1562,VB,1,qwen35-9b,difficulty,0,10.0,10,1.0
VB-1562,VB,1,qwen35-9b,noref,0,10.0,10,
VB-1562,VB,1,qwen35-9b,verbatim,0,10.0,10,
VB-1579,VB,0,gemma3-1b,noref,0,0.0,10,
VB-1579,VB,0,gemma3-1b,verbatim,0,10.0,10,
VB-1579,VB,0,gemma4-26b,difficulty,1,0.0,10,1.0
VB-1579,VB,0,gemma4-26b,noref,1,0.0,10,
VB-1579,VB,0,gemma4-26b,verbatim,1,0.0,10,
VB-1579,VB,0,gptoss-20b,difficulty,1,0.0,10,1.0
VB-1579,VB,0,gptoss-20b,noref,1,0.0,10,
VB-1579,VB,0,gptoss-20b,verbatim,1,0.0,10,
VB-1579,VB,0,qwen3-1.7b,difficulty,0,1.0,10,2.8
VB-1579,VB,0,qwen3-1.7b,noref,0,0.0,10,
VB-1579,VB,0,qwen3-1.7b,verbatim,0,0.0,10,
VB-1579,VB,0,qwen3-32b,difficulty,0,0.0,10,2.7
VB-1579,VB,0,qwen3-32b,noref,0,0.0,9,
VB-1579,VB,0,qwen3-32b,verbatim,0,0.0,10,
VB-1579,VB,0,qwen3-8b,difficulty,0,0.0,10,4.5
VB-1579,VB,0,qwen3-8b,noref,0,0.0,9,
VB-1579,VB,0,qwen3-8b,verbatim,0,0.0,10,
VB-1579,VB,0,qwen35-9b,difficulty,0,0.0,10,2.1
VB-1579,VB,0,qwen35-9b,noref,0,0.0,5,
VB-1579,VB,0,qwen35-9b,verbatim,0,0.0,6,
VB-1587,VB,0,gemma3-1b,difficulty,0,0.0,10,2.0
VB-1587,VB,0,gemma3-1b,noref,0,0.0,10,
VB-1587,VB,0,gemma3-1b,verbatim,0,0.0,10,
VB-1587,VB,0,gemma4-26b,difficulty,1,0.0,10,1.0
VB-1587,VB,0,gemma4-26b,noref,1,10.0,10,
VB-1587,VB,0,gemma4-26b,verbatim,1,0.0,10,
VB-1587,VB,0,gptoss-20b,difficulty,1,0.0,10,1.0
VB-1587,VB,0,gptoss-20b,noref,1,10.0,10,
VB-1587,VB,0,gptoss-20b,verbatim,1,0.0,10,
VB-1587,VB,0,qwen3-1.7b,difficulty,0,6.0,10,1.1
VB-1587,VB,0,qwen3-1.7b,noref,0,10.0,10,
VB-1587,VB,0,qwen3-1.7b,verbatim,0,7.0,10,
VB-1587,VB,0,qwen3-32b,difficulty,0,0.0,10,2.9
VB-1587,VB,0,qwen3-32b,noref,0,10.0,10,
VB-1587,VB,0,qwen3-32b,verbatim,0,0.0,10,
VB-1587,VB,0,qwen3-8b,difficulty,0,0.0,10,1.9
VB-1587,VB,0,qwen3-8b,noref,0,10.0,10,
VB-1587,VB,0,qwen3-8b,verbatim,0,0.0,10,
VB-1587,VB,0,qwen35-9b,difficulty,0,0.0,10,1.3
VB-1587,VB,0,qwen35-9b,noref,0,9.0,10,
VB-1587,VB,0,qwen35-9b,verbatim,0,0.0,10,
VB-1594,VB,1,gemma3-1b,difficulty,0,7.0,7,
VB-1594,VB,1,gemma3-1b,noref,0,1.0,10,
VB-1594,VB,1,gemma3-1b,verbatim,0,10.0,10,
VB-1594,VB,1,gemma4-26b,difficulty,1,10.0,10,1.0
VB-1594,VB,1,gemma4-26b,noref,1,0.0,10,
VB-1594,VB,1,gemma4-26b,verbatim,1,10.0,10,
VB-1594,VB,1,gptoss-20b,difficulty,1,10.0,10,1.3
VB-1594,VB,1,gptoss-20b,noref,1,1.0,10,
VB-1594,VB,1,gptoss-20b,verbatim,1,10.0,10,
VB-1594,VB,1,qwen3-1.7b,difficulty,0,10.0,10,4.714285714285714
VB-1594,VB,1,qwen3-1.7b,noref,0,5.0,10,
VB-1594,VB,1,qwen3-1.7b,verbatim,0,10.0,10,
VB-1594,VB,1,qwen3-32b,difficulty,0,3.0,10,3.4
VB-1594,VB,1,qwen3-32b,noref,0,0.0,9,
VB-1594,VB,1,qwen3-32b,verbatim,0,3.0,10,
VB-1594,VB,1,qwen3-8b,difficulty,0,10.0,10,3.1
VB-1594,VB,1,qwen3-8b,noref,0,0.0,10,
VB-1594,VB,1,qwen3-8b,verbatim,0,9.0,10,
VB-1594,VB,1,qwen35-9b,difficulty,0,6.0,9,2.888888888888889
VB-1594,VB,1,qwen35-9b,noref,0,0.0,5,
VB-1594,VB,1,qwen35-9b,verbatim,0,10.0,10,
VB-1609,VB,0,gemma3-1b,difficulty,0,0.0,10,2.0
VB-1609,VB,0,gemma3-1b,noref,0,0.0,10,
VB-1609,VB,0,gemma3-1b,verbatim,0,0.0,10,
VB-1609,VB,0,gemma4-26b,difficulty,1,0.0,10,1.0
VB-1609,VB,0,gemma4-26b,noref,1,10.0,10,
VB-1609,VB,0,gemma4-26b,verbatim,1,0.0,10,
VB-1609,VB,0,gptoss-20b,difficulty,1,0.0,10,1.1
VB-1609,VB,0,gptoss-20b,noref,1,10.0,10,
VB-1609,VB,0,gptoss-20b,verbatim,1,0.0,10,
VB-1609,VB,0,qwen3-1.7b,difficulty,0,10.0,10,1.8
VB-1609,VB,0,qwen3-1.7b,noref,0,9.0,10,
VB-1609,VB,0,qwen3-1.7b,verbatim,0,10.0,10,
VB-1609,VB,0,qwen3-32b,difficulty,0,0.0,10,3.0
VB-1609,VB,0,qwen3-32b,noref,0,10.0,10,
VB-1609,VB,0,qwen3-32b,verbatim,0,0.0,10,
VB-1609,VB,0,qwen3-8b,difficulty,0,0.0,10,2.0
VB-1609,VB,0,qwen3-8b,noref,0,10.0,10,
VB-1609,VB,0,qwen3-8b,verbatim,0,0.0,10,
VB-1609,VB,0,qwen35-9b,difficulty,0,0.0,10,1.2
VB-1609,VB,0,qwen35-9b,noref,0,10.0,10,
VB-1609,VB,0,qwen35-9b,verbatim,0,0.0,10,
VB-1611,VB,0,gemma3-1b,difficulty,0,10.0,10,1.4
VB-1611,VB,0,gemma3-1b,noref,0,10.0,10,
VB-1611,VB,0,gemma3-1b,verbatim,0,10.0,10,
VB-1611,VB,0,gemma4-26b,difficulty,1,0.0,10,1.0
VB-1611,VB,0,gemma4-26b,noref,1,0.0,10,
VB-1611,VB,0,gemma4-26b,verbatim,1,0.0,10,
VB-1611,VB,0,gptoss-20b,difficulty,1,0.0,10,1.0
VB-1611,VB,0,gptoss-20b,noref,1,1.0,10,
VB-1611,VB,0,gptoss-20b,verbatim,1,0.0,10,
VB-1611,VB,0,qwen3-1.7b,difficulty,0,4.0,10,2.4
VB-1611,VB,0,qwen3-1.7b,noref,0,7.0,10,
VB-1611,VB,0,qwen3-1.7b,verbatim,0,2.0,10,
VB-1611,VB,0,qwen3-32b,difficulty,0,0.0,10,2.9
VB-1611,VB,0,qwen3-32b,noref,0,0.0,10,
VB-1611,VB,0,qwen3-32b,verbatim,0,1.0,10,
VB-1611,VB,0,qwen3-8b,difficulty,0,0.0,9,2.7777777777777777
VB-1611,VB,0,qwen3-8b,noref,0,0.0,10,
VB-1611,VB,0,qwen3-8b,verbatim,0,0.0,10,
VB-1611,VB,0,qwen35-9b,difficulty,0,0.0,10,1.7
VB-1611,VB,0,qwen35-9b,noref,0,0.0,10,
VB-1611,VB,0,qwen35-9b,verbatim,0,0.0,10,
VB-1620,VB,1,gemma3-1b,noref,0,10.0,10,
VB-1620,VB,1,gemma3-1b,verbatim,0,10.0,10,
VB-1620,VB,1,gemma4-26b,difficulty,1,10.0,10,1.0
VB-1620,VB,1,gemma4-26b,noref,1,10.0,10,
VB-1620,VB,1,gemma4-26b,verbatim,1,10.0,10,
VB-1620,VB,1,gptoss-20b,difficulty,1,8.0,8,1.0
VB-1620,VB,1,gptoss-20b,noref,1,9.0,10,
VB-1620,VB,1,gptoss-20b,verbatim,1,9.0,9,
VB-1620,VB,1,qwen3-1.7b,difficulty,0,10.0,10,5.0
VB-1620,VB,1,qwen3-1.7b,noref,0,10.0,10,
VB-1620,VB,1,qwen3-1.7b,verbatim,0,10.0,10,
VB-1620,VB,1,qwen3-32b,difficulty,0,10.0,10,1.8
VB-1620,VB,1,qwen3-32b,noref,0,10.0,10,
VB-1620,VB,1,qwen3-32b,verbatim,0,10.0,10,
VB-1620,VB,1,qwen3-8b,difficulty,0,10.0,10,2.0
VB-1620,VB,1,qwen3-8b,noref,0,10.0,10,
VB-1620,VB,1,qwen3-8b,verbatim,0,10.0,10,
VB-1620,VB,1,qwen35-9b,difficulty,0,10.0,10,2.1
VB-1620,VB,1,qwen35-9b,noref,0,10.0,10,
VB-1620,VB,1,qwen35-9b,verbatim,0,10.0,10,
VB-1642,VB,1,gemma3-1b,difficulty,0,10.0,10,1.8
VB-1642,VB,1,gemma3-1b,noref,0,10.0,10,
VB-1642,VB,1,gemma3-1b,verbatim,0,10.0,10,
VB-1642,VB,1,gemma4-26b,difficulty,1,10.0,10,1.0
VB-1642,VB,1,gemma4-26b,noref,1,10.0,10,
VB-1642,VB,1,gemma4-26b,verbatim,1,10.0,10,
VB-1642,VB,1,gptoss-20b,difficulty,1,6.0,9,1.0
VB-1642,VB,1,gptoss-20b,noref,1,10.0,10,
VB-1642,VB,1,gptoss-20b,verbatim,1,9.0,10,
VB-1642,VB,1,qwen3-1.7b,difficulty,0,10.0,10,1.8
VB-1642,VB,1,qwen3-1.7b,noref,0,10.0,10,
VB-1642,VB,1,qwen3-1.7b,verbatim,0,10.0,10,
VB-1642,VB,1,qwen3-32b,difficulty,0,10.0,10,1.0
VB-1642,VB,1,qwen3-32b,noref,0,10.0,10,
VB-1642,VB,1,qwen3-32b,verbatim,0,10.0,10,
VB-1642,VB,1,qwen3-8b,difficulty,0,10.0,10,1.0
VB-1642,VB,1,qwen3-8b,noref,0,10.0,10,
VB-1642,VB,1,qwen3-8b,verbatim,0,10.0,10,
VB-1642,VB,1,qwen35-9b,difficulty,0,10.0,10,1.0
VB-1642,VB,1,qwen35-9b,noref,0,10.0,10,
VB-1642,VB,1,qwen35-9b,verbatim,0,10.0,10,
VB-1645,VB,0,gemma3-1b,noref,0,0.0,9,
VB-1645,VB,0,gemma3-1b,verbatim,0,0.0,10,
VB-1645,VB,0,gemma4-26b,difficulty,1,0.0,10,1.5
VB-1645,VB,0,gemma4-26b,noref,1,10.0,10,
VB-1645,VB,0,gemma4-26b,verbatim,1,0.0,9,
VB-1645,VB,0,gptoss-20b,difficulty,1,0.0,10,1.4
VB-1645,VB,0,gptoss-20b,noref,1,10.0,10,
VB-1645,VB,0,gptoss-20b,verbatim,1,0.0,10,
VB-1645,VB,0,qwen3-1.7b,difficulty,0,2.0,10,
VB-1645,VB,0,qwen3-1.7b,verbatim,0,0.0,10,
VB-1645,VB,0,qwen3-32b,noref,0,0.0,10,
VB-1645,VB,0,qwen3-32b,verbatim,0,0.0,8,
VB-1645,VB,0,qwen3-8b,difficulty,0,0.0,6,4.0
VB-1645,VB,0,qwen3-8b,noref,0,0.0,2,
VB-1645,VB,0,qwen3-8b,verbatim,0,0.0,10,
VB-1645,VB,0,qwen35-9b,difficulty,0,1.0,8,2.857142857142857
VB-1645,VB,0,qwen35-9b,noref,0,7.0,8,
VB-1645,VB,0,qwen35-9b,verbatim,0,0.0,10,
VB-1649,VB,0,gemma3-1b,difficulty,0,10.0,10,
VB-1649,VB,0,gemma3-1b,noref,0,10.0,10,
VB-1649,VB,0,gemma3-1b,verbatim,0,10.0,10,
VB-1649,VB,0,gemma4-26b,difficulty,1,0.0,10,1.0
VB-1649,VB,0,gemma4-26b,noref,1,0.0,10,
VB-1649,VB,0,gemma4-26b,verbatim,1,0.0,10,
VB-1649,VB,0,gptoss-20b,difficulty,1,0.0,10,1.9
VB-1649,VB,0,gptoss-20b,noref,1,0.0,10,
VB-1649,VB,0,gptoss-20b,verbatim,1,0.0,10,
VB-1649,VB,0,qwen3-1.7b,difficulty,0,8.0,10,4.5
VB-1649,VB,0,qwen3-1.7b,noref,0,5.0,10,
VB-1649,VB,0,qwen3-1.7b,verbatim,0,4.0,10,
VB-1649,VB,0,qwen3-32b,difficulty,0,0.0,10,3.7
VB-1649,VB,0,qwen3-32b,noref,0,0.0,10,
VB-1649,VB,0,qwen3-32b,verbatim,0,0.0,10,
VB-1649,VB,0,qwen3-8b,difficulty,0,0.0,10,5.0
VB-1649,VB,0,qwen3-8b,noref,0,0.0,10,
VB-1649,VB,0,qwen3-8b,verbatim,0,0.0,10,
VB-1649,VB,0,qwen35-9b,difficulty,0,0.0,10,2.4
VB-1649,VB,0,qwen35-9b,noref,0,0.0,9,
VB-1649,VB,0,qwen35-9b,verbatim,0,0.0,10,
VB-1651,VB,0,gemma3-1b,difficulty,0,10.0,10,2.0
VB-1651,VB,0,gemma3-1b,noref,0,4.0,9,
VB-1651,VB,0,gemma3-1b,verbatim,0,10.0,10,
VB-1651,VB,0,gemma4-26b,difficulty,1,8.0,10,1.8
VB-1651,VB,0,gemma4-26b,noref,1,0.0,10,
VB-1651,VB,0,gemma4-26b,verbatim,1,9.0,10,
VB-1651,VB,0,gptoss-20b,difficulty,1,0.0,10,1.0
VB-1651,VB,0,gptoss-20b,noref,1,0.0,10,
VB-1651,VB,0,gptoss-20b,verbatim,1,0.0,10,
VB-1651,VB,0,qwen3-1.7b,difficulty,0,10.0,10,5.0
VB-1651,VB,0,qwen3-1.7b,noref,0,2.0,10,
VB-1651,VB,0,qwen3-1.7b,verbatim,0,10.0,10,
VB-1651,VB,0,qwen3-32b,difficulty,0,3.0,10,1.3
VB-1651,VB,0,qwen3-32b,noref,0,0.0,10,
VB-1651,VB,0,qwen3-32b,verbatim,0,3.0,10,
VB-1651,VB,0,qwen3-8b,difficulty,0,10.0,10,1.6
VB-1651,VB,0,qwen3-8b,noref,0,9.0,10,
VB-1651,VB,0,qwen3-8b,verbatim,0,9.0,10,
VB-1651,VB,0,qwen35-9b,difficulty,0,1.0,10,1.4
VB-1651,VB,0,qwen35-9b,noref,0,1.0,10,
VB-1651,VB,0,qwen35-9b,verbatim,0,4.0,9,
VB-1674,VB,1,gemma3-1b,difficulty,0,10.0,10,
VB-1674,VB,1,gemma3-1b,noref,0,8.0,10,
VB-1674,VB,1,gemma3-1b,verbatim,0,10.0,10,
VB-1674,VB,1,gemma4-26b,difficulty,1,10.0,10,1.0
VB-1674,VB,1,gemma4-26b,noref,1,10.0,10,
VB-1674,VB,1,gemma4-26b,verbatim,1,10.0,10,
VB-1674,VB,1,gptoss-20b,difficulty,1,10.0,10,1.0
VB-1674,VB,1,gptoss-20b,noref,1,10.0,10,
VB-1674,VB,1,gptoss-20b,verbatim,1,10.0,10,
VB-1674,VB,1,qwen3-1.7b,difficulty,0,10.0,10,5.0
VB-1674,VB,1,qwen3-1.7b,noref,0,10.0,10,
VB-1674,VB,1,qwen3-1.7b,verbatim,0,10.0,10,
VB-1674,VB,1,qwen3-32b,difficulty,0,10.0,10,2.0
VB-1674,VB,1,qwen3-32b,noref,0,10.0,10,
VB-1674,VB,1,qwen3-32b,verbatim,0,10.0,10,
VB-1674,VB,1,qwen3-8b,difficulty,0,10.0,10,2.6
VB-1674,VB,1,qwen3-8b,noref,0,9.0,10,
VB-1674,VB,1,qwen3-8b,verbatim,0,10.0,10,
VB-1674,VB,1,qwen35-9b,difficulty,0,10.0,10,2.0
VB-1674,VB,1,qwen35-9b,noref,0,10.0,10,
VB-1674,VB,1,qwen35-9b,verbatim,0,10.0,10,
VB-1692,VB,1,gemma3-1b,difficulty,0,10.0,10,
VB-1692,VB,1,gemma3-1b,noref,0,10.0,10,
VB-1692,VB,1,gemma3-1b,verbatim,0,10.0,10,
VB-1692,VB,1,gemma4-26b,difficulty,1,10.0,10,1.0
VB-1692,VB,1,gemma4-26b,noref,1,10.0,10,
VB-1692,VB,1,gemma4-26b,verbatim,1,10.0,10,
VB-1692,VB,1,gptoss-20b,difficulty,1,10.0,10,1.0
VB-1692,VB,1,gptoss-20b,noref,1,10.0,10,
VB-1692,VB,1,gptoss-20b,verbatim,1,10.0,10,
VB-1692,VB,1,qwen3-1.7b,difficulty,0,10.0,10,4.2
VB-1692,VB,1,qwen3-1.7b,noref,0,9.0,10,
VB-1692,VB,1,qwen3-1.7b,verbatim,0,10.0,10,
VB-1692,VB,1,qwen3-32b,difficulty,0,10.0,10,1.8
VB-1692,VB,1,qwen3-32b,noref,0,10.0,10,
VB-1692,VB,1,qwen3-32b,verbatim,0,10.0,10,
VB-1692,VB,1,qwen3-8b,difficulty,0,10.0,10,2.1
VB-1692,VB,1,qwen3-8b,noref,0,10.0,10,
VB-1692,VB,1,qwen3-8b,verbatim,0,10.0,10,
VB-1692,VB,1,qwen35-9b,difficulty,0,10.0,10,1.8
VB-1692,VB,1,qwen35-9b,noref,0,7.0,7,
VB-1692,VB,1,qwen35-9b,verbatim,0,9.0,9,
VB-1702,VB,1,gemma3-1b,noref,0,10.0,10,
VB-1702,VB,1,gemma3-1b,verbatim,0,10.0,10,
VB-1702,VB,1,gemma4-26b,difficulty,1,10.0,10,1.0
VB-1702,VB,1,gemma4-26b,noref,1,10.0,10,
VB-1702,VB,1,gemma4-26b,verbatim,1,10.0,10,
VB-1702,VB,1,gptoss-20b,difficulty,1,10.0,10,1.0
VB-1702,VB,1,gptoss-20b,noref,1,10.0,10,
VB-1702,VB,1,gptoss-20b,verbatim,1,10.0,10,
VB-1702,VB,1,qwen3-1.7b,difficulty,0,10.0,10,
VB-1702,VB,1,qwen3-1.7b,noref,0,10.0,10,
VB-1702,VB,1,qwen3-1.7b,verbatim,0,10.0,10,
VB-1702,VB,1,qwen3-32b,difficulty,0,10.0,10,2.1
VB-1702,VB,1,qwen3-32b,noref,0,10.0,10,
VB-1702,VB,1,qwen3-32b,verbatim,0,10.0,10,
VB-1702,VB,1,qwen3-8b,difficulty,0,10.0,10,2.5
VB-1702,VB,1,qwen3-8b,noref,0,10.0,10,
VB-1702,VB,1,qwen3-8b,verbatim,0,10.0,10,
VB-1702,VB,1,qwen35-9b,difficulty,0,10.0,10,2.0
VB-1702,VB,1,qwen35-9b,noref,0,10.0,10,
VB-1702,VB,1,qwen35-9b,verbatim,0,10.0,10,
VB-1729,VB,0,gemma3-1b,difficulty,0,0.0,10,
VB-1729,VB,0,gemma3-1b,noref,0,7.0,10,
VB-1729,VB,0,gemma3-1b,verbatim,0,0.0,10,
VB-1729,VB,0,gemma4-26b,difficulty,1,0.0,10,1.0
VB-1729,VB,0,gemma4-26b,noref,1,0.0,10,
VB-1729,VB,0,gemma4-26b,verbatim,1,0.0,10,
VB-1729,VB,0,gptoss-20b,difficulty,1,0.0,10,1.0
VB-1729,VB,0,gptoss-20b,noref,1,0.0,10,
VB-1729,VB,0,gptoss-20b,verbatim,1,0.0,10,
VB-1729,VB,0,qwen3-1.7b,difficulty,0,0.0,10,1.8
VB-1729,VB,0,qwen3-1.7b,noref,0,3.0,10,
VB-1729,VB,0,qwen3-1.7b,verbatim,0,0.0,10,
VB-1729,VB,0,qwen3-32b,difficulty,0,0.0,10,2.2
VB-1729,VB,0,qwen3-32b,noref,0,2.0,9,
VB-1729,VB,0,qwen3-32b,verbatim,0,0.0,10,
VB-1729,VB,0,qwen3-8b,difficulty,0,0.0,10,2.6
VB-1729,VB,0,qwen3-8b,noref,0,1.0,10,
VB-1729,VB,0,qwen3-8b,verbatim,0,0.0,10,
VB-1729,VB,0,qwen35-9b,difficulty,0,0.0,10,2.1
VB-1729,VB,0,qwen35-9b,noref,0,0.0,10,
VB-1729,VB,0,qwen35-9b,verbatim,0,0.0,10,
VB-1731,VB,0,gemma3-1b,noref,0,10.0,10,
VB-1731,VB,0,gemma3-1b,verbatim,0,10.0,10,
VB-1731,VB,0,gemma4-26b,difficulty,1,0.0,10,2.0
VB-1731,VB,0,gemma4-26b,noref,1,10.0,10,
VB-1731,VB,0,gemma4-26b,verbatim,1,0.0,10,
VB-1731,VB,0,gptoss-20b,difficulty,1,0.0,10,2.0
VB-1731,VB,0,gptoss-20b,noref,1,0.0,10,
VB-1731,VB,0,gptoss-20b,verbatim,1,0.0,10,
VB-1731,VB,0,qwen3-1.7b,difficulty,0,5.0,10,3.1
VB-1731,VB,0,qwen3-1.7b,noref,0,10.0,10,
VB-1731,VB,0,qwen3-1.7b,verbatim,0,3.0,10,
VB-1731,VB,0,qwen3-32b,difficulty,0,2.0,10,2.9
VB-1731,VB,0,qwen3-32b,noref,0,10.0,10,
VB-1731,VB,0,qwen3-32b,verbatim,0,5.0,10,
VB-1731,VB,0,qwen3-8b,difficulty,0,2.0,10,3.2
VB-1731,VB,0,qwen3-8b,noref,0,10.0,10,
VB-1731,VB,0,qwen3-8b,verbatim,0,1.0,10,
VB-1731,VB,0,qwen35-9b,difficulty,0,0.0,10,2.0
VB-1731,VB,0,qwen35-9b,noref,0,9.0,10,
VB-1731,VB,0,qwen35-9b,verbatim,0,0.0,10,
VB-1762,VB,1,gemma3-1b,difficulty,0,6.0,6,
VB-1762,VB,1,gemma3-1b,noref,0,10.0,10,
VB-1762,VB,1,gemma3-1b,verbatim,0,10.0,10,
VB-1762,VB,1,gemma4-26b,difficulty,1,10.0,10,1.0
VB-1762,VB,1,gemma4-26b,noref,1,10.0,10,
VB-1762,VB,1,gemma4-26b,verbatim,1,10.0,10,
VB-1762,VB,1,gptoss-20b,difficulty,1,10.0,10,1.0
VB-1762,VB,1,gptoss-20b,noref,1,4.0,10,
VB-1762,VB,1,gptoss-20b,verbatim,1,10.0,10,
VB-1762,VB,1,qwen3-1.7b,difficulty,0,10.0,10,5.0
VB-1762,VB,1,qwen3-1.7b,noref,0,2.0,10,
VB-1762,VB,1,qwen3-1.7b,verbatim,0,10.0,10,
VB-1762,VB,1,qwen3-32b,difficulty,0,10.0,10,1.0
VB-1762,VB,1,qwen3-32b,noref,0,10.0,10,
VB-1762,VB,1,qwen3-32b,verbatim,0,10.0,10,
VB-1762,VB,1,qwen3-8b,difficulty,0,10.0,10,1.7
VB-1762,VB,1,qwen3-8b,noref,0,2.0,10,
VB-1762,VB,1,qwen3-8b,verbatim,0,10.0,10,
VB-1762,VB,1,qwen35-9b,difficulty,0,10.0,10,1.6
VB-1762,VB,1,qwen35-9b,noref,0,10.0,10,
VB-1762,VB,1,qwen35-9b,verbatim,0,10.0,10,
VB-180,VB,1,gemma3-1b,noref,0,10.0,10,
VB-180,VB,1,gemma3-1b,verbatim,0,10.0,10,
VB-180,VB,1,gemma4-26b,difficulty,1,10.0,10,1.0
VB-180,VB,1,gemma4-26b,noref,1,10.0,10,
VB-180,VB,1,gemma4-26b,verbatim,1,10.0,10,
VB-180,VB,1,gptoss-20b,difficulty,1,10.0,10,1.0
VB-180,VB,1,gptoss-20b,noref,1,10.0,10,
VB-180,VB,1,gptoss-20b,verbatim,1,10.0,10,
VB-180,VB,1,qwen3-1.7b,difficulty,0,10.0,10,5.0
VB-180,VB,1,qwen3-1.7b,noref,0,10.0,10,
VB-180,VB,1,qwen3-1.7b,verbatim,0,10.0,10,
VB-180,VB,1,qwen3-32b,difficulty,0,10.0,10,1.0
VB-180,VB,1,qwen3-32b,noref,0,10.0,10,
VB-180,VB,1,qwen3-32b,verbatim,0,10.0,10,
VB-180,VB,1,qwen3-8b,difficulty,0,10.0,10,1.0
VB-180,VB,1,qwen3-8b,noref,0,10.0,10,
VB-180,VB,1,qwen3-8b,verbatim,0,10.0,10,
VB-180,VB,1,qwen35-9b,difficulty,0,10.0,10,1.0
VB-180,VB,1,qwen35-9b,noref,0,10.0,10,
VB-180,VB,1,qwen35-9b,verbatim,0,10.0,10,
VB-1800,VB,1,gemma3-1b,noref,0,10.0,10,
VB-1800,VB,1,gemma3-1b,verbatim,0,10.0,10,
VB-1800,VB,1,gemma4-26b,difficulty,1,10.0,10,1.0
VB-1800,VB,1,gemma4-26b,noref,1,10.0,10,
VB-1800,VB,1,gemma4-26b,verbatim,1,10.0,10,
VB-1800,VB,1,gptoss-20b,difficulty,1,10.0,10,1.3
VB-1800,VB,1,gptoss-20b,noref,1,7.0,10,
VB-1800,VB,1,gptoss-20b,verbatim,1,10.0,10,
VB-1800,VB,1,qwen3-1.7b,difficulty,0,10.0,10,5.0
VB-1800,VB,1,qwen3-1.7b,noref,0,10.0,10,
VB-1800,VB,1,qwen3-1.7b,verbatim,0,10.0,10,
VB-1800,VB,1,qwen3-32b,difficulty,0,10.0,10,1.6
VB-1800,VB,1,qwen3-32b,noref,0,10.0,10,
VB-1800,VB,1,qwen3-32b,verbatim,0,10.0,10,
VB-1800,VB,1,qwen3-8b,difficulty,0,10.0,10,2.7
VB-1800,VB,1,qwen3-8b,noref,0,8.0,10,
VB-1800,VB,1,qwen3-8b,verbatim,0,10.0,10,
VB-1800,VB,1,qwen35-9b,difficulty,0,10.0,10,3.0
VB-1800,VB,1,qwen35-9b,noref,0,10.0,10,
VB-1800,VB,1,qwen35-9b,verbatim,0,10.0,10,
VB-1803,VB,0,gemma3-1b,difficulty,0,2.0,3,
VB-1803,VB,0,gemma3-1b,noref,0,10.0,10,
VB-1803,VB,0,gemma3-1b,verbatim,0,7.0,7,
VB-1803,VB,0,gemma4-26b,difficulty,1,0.0,10,1.0
VB-1803,VB,0,gemma4-26b,noref,1,0.0,10,
VB-1803,VB,0,gemma4-26b,verbatim,1,0.0,10,
VB-1803,VB,0,gptoss-20b,difficulty,1,0.0,10,1.2
VB-1803,VB,0,gptoss-20b,noref,1,0.0,8,
VB-1803,VB,0,gptoss-20b,verbatim,1,0.0,10,
VB-1803,VB,0,qwen3-1.7b,difficulty,0,0.0,10,3.0
VB-1803,VB,0,qwen3-1.7b,noref,0,1.0,2,
VB-1803,VB,0,qwen3-1.7b,verbatim,0,0.0,9,
VB-1803,VB,0,qwen3-32b,difficulty,0,0.0,10,2.9
VB-1803,VB,0,qwen3-32b,noref,0,0.0,10,
VB-1803,VB,0,qwen3-32b,verbatim,0,0.0,10,
VB-1803,VB,0,qwen3-8b,difficulty,0,0.0,10,2.9
VB-1803,VB,0,qwen3-8b,noref,0,2.0,10,
VB-1803,VB,0,qwen3-8b,verbatim,0,0.0,10,
VB-1803,VB,0,qwen35-9b,difficulty,0,0.0,10,1.3
VB-1803,VB,0,qwen35-9b,noref,0,0.0,7,
VB-1803,VB,0,qwen35-9b,verbatim,0,0.0,10,
VB-1812,VB,1,gemma3-1b,difficulty,0,8.0,8,3.0
VB-1812,VB,1,gemma3-1b,noref,0,10.0,10,
VB-1812,VB,1,gemma3-1b,verbatim,0,10.0,10,
VB-1812,VB,1,gemma4-26b,difficulty,1,10.0,10,1.0
