item_id,split,gold,model,arm,round,native_reasoner,verdict,difficulty,n_chars,status
VBH-190,VBH,0,qwen3-1.7b,difficulty,4,0,1,2,480,ok
VBH-190,VBH,0,qwen3-1.7b,difficulty,5,0,1,3,617,ok
VBH-190,VBH,0,qwen3-1.7b,difficulty,6,0,0,2,682,ok
VBH-190,VBH,0,qwen3-1.7b,difficulty,7,0,0,2,570,ok
VBH-190,VBH,0,qwen3-1.7b,difficulty,8,0,1,2,667,ok
VBH-190,VBH,0,qwen3-1.7b,difficulty,9,0,1,2,895,ok
VBH-190,VBH,0,qwen3-1.7b,noref,0,0,0,,581,ok
VBH-190,VBH,0,qwen3-1.7b,noref,1,0,0,,423,ok
VBH-190,VBH,0,qwen3-1.7b,noref,2,0,0,,538,ok
VBH-190,VBH,0,qwen3-1.7b,noref,3,0,0,,484,ok
VBH-190,VBH,0,qwen3-1.7b,noref,4,0,0,,677,ok
VBH-190,VBH,0,qwen3-1.7b,noref,5,0,0,,659,ok
VBH-190,VBH,0,qwen3-1.7b,noref,6,0,0,,539,ok
VBH-190,VBH,0,qwen3-1.7b,noref,7,0,0,,623,ok
VBH-190,VBH,0,qwen3-1.7b,noref,8,0,0,,590,ok
VBH-190,VBH,0,qwen3-1.7b,noref,9,0,0,,692,ok
VBH-964,VBH,0,qwen3-1.7b,verbatim,0,0,1,,1359,ok
VBH-964,VBH,0,qwen3-1.7b,verbatim,1,0,1,,1412,ok
VBH-964,VBH,0,qwen3-1.7b,verbatim,2,0,1,,1359,ok
VBH-964,VBH,0,qwen3-1.7b,verbatim,3,0,1,,1359,ok
VBH-964,VBH,0,qwen3-1.7b,verbatim,4,0,1,,1359,ok
VBH-964,VBH,0,qwen3-1.7b,verbatim,5,0,1,,1359,ok
VBH-964,VBH,0,qwen3-1.7b,verbatim,6,0,1,,1359,ok
VBH-964,VBH,0,qwen3-1.7b,verbatim,7,0,1,,1359,ok
VBH-964,VBH,0,qwen3-1.7b,verbatim,8,0,1,,1359,ok
VBH-964,VBH,0,qwen3-1.7b,verbatim,9,0,1,,1359,ok
VBH-964,VBH,0,qwen3-1.7b,difficulty,0,0,1,1,476,ok
VBH-964,VBH,0,qwen3-1.7b,difficulty,1,0,1,1,653,ok
VBH-964,VBH,0,qwen3-1.7b,difficulty,2,0,1,1,254,ok
VBH-964,VBH,0,qwen3-1.7b,difficulty,3,0,1,5,564,ok
VBH-964,VBH,0,qwen3-1.7b,difficulty,4,0,1,5,497,ok
VBH-964,VBH,0,qwen3-1.7b,difficulty,5,0,1,3,629,ok
VBH-964,VBH,0,qwen3-1.7b,difficulty,6,0,0,2,588,ok
VBH-964,VBH,0,qwen3-1.7b,difficulty,7,0,1,5,493,ok
VBH-964,VBH,0,qwen3-1.7b,difficulty,8,0,1,1,490,ok
VBH-964,VBH,0,qwen3-1.7b,difficulty,9,0,1,1,254,ok
VBH-964,VBH,0,qwen3-1.7b,noref,0,0,1,,2086,ok
VBH-964,VBH,0,qwen3-1.7b,noref,1,0,1,,2996,ok
VBH-964,VBH,0,qwen3-1.7b,noref,2,0,1,,1481,ok
VBH-964,VBH,0,qwen3-1.7b,noref,3,0,0,,1564,ok
VBH-964,VBH,0,qwen3-1.7b,noref,4,0,0,,3107,ok
VBH-964,VBH,0,qwen3-1.7b,noref,5,0,0,,1966,ok
VBH-964,VBH,0,qwen3-1.7b,noref,6,0,1,,1441,ok
VBH-964,VBH,0,qwen3-1.7b,noref,7,0,0,,2881,ok
VBH-964,VBH,0,qwen3-1.7b,noref,8,0,1,,1819,ok
VBH-964,VBH,0,qwen3-1.7b,noref,9,0,1,,1765,ok
VBH-696,VBH,1,qwen3-1.7b,verbatim,0,0,1,,424,ok
VBH-696,VBH,1,qwen3-1.7b,verbatim,1,0,1,,345,ok
VBH-696,VBH,1,qwen3-1.7b,verbatim,2,0,1,,200,ok
VBH-696,VBH,1,qwen3-1.7b,verbatim,3,0,1,,550,ok
VBH-696,VBH,1,qwen3-1.7b,verbatim,4,0,1,,454,ok
VBH-696,VBH,1,qwen3-1.7b,verbatim,5,0,1,,1924,ok
VBH-696,VBH,1,qwen3-1.7b,verbatim,6,0,1,,545,ok
VBH-696,VBH,1,qwen3-1.7b,verbatim,7,0,1,,200,ok
VBH-696,VBH,1,qwen3-1.7b,verbatim,8,0,1,,287,ok
VBH-696,VBH,1,qwen3-1.7b,verbatim,9,0,1,,407,ok
VBH-696,VBH,1,qwen3-1.7b,difficulty,0,0,1,5,283,ok
VBH-696,VBH,1,qwen3-1.7b,difficulty,1,0,1,5,382,ok
VBH-696,VBH,1,qwen3-1.7b,difficulty,2,0,1,5,344,ok
VBH-696,VBH,1,qwen3-1.7b,difficulty,3,0,1,5,612,ok
VBH-696,VBH,1,qwen3-1.7b,difficulty,4,0,1,5,231,ok
VBH-696,VBH,1,qwen3-1.7b,difficulty,5,0,1,5,396,ok
VBH-696,VBH,1,qwen3-1.7b,difficulty,6,0,1,5,254,ok
VBH-696,VBH,1,qwen3-1.7b,difficulty,7,0,1,5,251,ok
VBH-696,VBH,1,qwen3-1.7b,difficulty,8,0,1,5,309,ok
VBH-696,VBH,1,qwen3-1.7b,difficulty,9,0,1,5,253,ok
VBH-696,VBH,1,qwen3-1.7b,noref,0,0,0,,2881,ok
VBH-696,VBH,1,qwen3-1.7b,noref,1,0,0,,2500,ok
VBH-696,VBH,1,qwen3-1.7b,noref,2,0,0,,2826,ok
VBH-696,VBH,1,qwen3-1.7b,noref,3,0,0,,2456,ok
VBH-696,VBH,1,qwen3-1.7b,noref,4,0,0,,2734,ok
VBH-696,VBH,1,qwen3-1.7b,noref,5,0,0,,1472,ok
VBH-696,VBH,1,qwen3-1.7b,noref,6,0,0,,2756,ok
VBH-696,VBH,1,qwen3-1.7b,noref,7,0,0,,2937,ok
VBH-696,VBH,1,qwen3-1.7b,noref,8,0,0,,2741,ok
VBH-696,VBH,1,qwen3-1.7b,noref,9,0,0,,2738,ok
VBH-205,VBH,0,qwen3-1.7b,verbatim,0,0,1,,281,ok
VBH-205,VBH,0,qwen3-1.7b,verbatim,1,0,1,,459,ok
VBH-205,VBH,0,qwen3-1.7b,verbatim,2,0,1,,282,ok
VBH-205,VBH,0,qwen3-1.7b,verbatim,3,0,1,,725,ok
VBH-205,VBH,0,qwen3-1.7b,verbatim,4,0,1,,419,ok
VBH-205,VBH,0,qwen3-1.7b,verbatim,5,0,1,,291,ok
VBH-205,VBH,0,qwen3-1.7b,verbatim,6,0,1,,460,ok
VBH-205,VBH,0,qwen3-1.7b,verbatim,7,0,1,,292,ok
VBH-205,VBH,0,qwen3-1.7b,verbatim,8,0,1,,486,ok
VBH-205,VBH,0,qwen3-1.7b,verbatim,9,0,1,,298,ok
VBH-205,VBH,0,qwen3-1.7b,difficulty,0,0,1,5,327,ok
VBH-205,VBH,0,qwen3-1.7b,difficulty,1,0,1,5,370,ok
VBH-205,VBH,0,qwen3-1.7b,difficulty,2,0,1,5,411,ok
VBH-205,VBH,0,qwen3-1.7b,difficulty,3,0,1,1,140,ok
VBH-205,VBH,0,qwen3-1.7b,difficulty,4,0,1,5,245,ok
VBH-205,VBH,0,qwen3-1.7b,difficulty,5,0,1,3,313,ok
VBH-205,VBH,0,qwen3-1.7b,difficulty,6,0,1,1,140,ok
VBH-205,VBH,0,qwen3-1.7b,difficulty,7,0,1,1,140,ok
VBH-205,VBH,0,qwen3-1.7b,difficulty,8,0,1,5,506,ok
VBH-205,VBH,0,qwen3-1.7b,difficulty,9,0,1,5,322,ok
VBH-205,VBH,0,qwen3-1.7b,noref,0,0,0,,801,ok
VBH-205,VBH,0,qwen3-1.7b,noref,1,0,0,,741,ok
VBH-205,VBH,0,qwen3-1.7b,noref,2,0,0,,636,ok
VBH-205,VBH,0,qwen3-1.7b,noref,3,0,0,,801,ok
VBH-205,VBH,0,qwen3-1.7b,noref,4,0,0,,655,ok
VBH-205,VBH,0,qwen3-1.7b,noref,5,0,1,,804,ok
VBH-205,VBH,0,qwen3-1.7b,noref,6,0,0,,781,ok
VBH-205,VBH,0,qwen3-1.7b,noref,7,0,0,,801,ok
VBH-205,VBH,0,qwen3-1.7b,noref,8,0,0,,801,ok
VBH-205,VBH,0,qwen3-1.7b,noref,9,0,0,,743,ok
VBH-717,VBH,1,qwen3-1.7b,verbatim,0,0,0,,781,ok
VBH-717,VBH,1,qwen3-1.7b,verbatim,1,0,1,,596,ok
VBH-717,VBH,1,qwen3-1.7b,verbatim,2,0,1,,709,ok
VBH-717,VBH,1,qwen3-1.7b,verbatim,3,0,1,,637,ok
VBH-717,VBH,1,qwen3-1.7b,verbatim,4,0,1,,727,ok
VBH-717,VBH,1,qwen3-1.7b,verbatim,5,0,1,,493,ok
VBH-717,VBH,1,qwen3-1.7b,verbatim,6,0,0,,700,ok
VBH-717,VBH,1,qwen3-1.7b,verbatim,7,0,1,,643,ok
VBH-717,VBH,1,qwen3-1.7b,verbatim,8,0,1,,686,ok
VBH-717,VBH,1,qwen3-1.7b,verbatim,9,0,0,,1243,ok
VBH-717,VBH,1,qwen3-1.7b,difficulty,0,0,1,5,518,ok
VBH-717,VBH,1,qwen3-1.7b,difficulty,1,0,1,5,635,ok
VBH-717,VBH,1,qwen3-1.7b,difficulty,2,0,1,5,701,ok
VBH-717,VBH,1,qwen3-1.7b,difficulty,3,0,1,3,458,ok
VBH-717,VBH,1,qwen3-1.7b,difficulty,4,0,1,5,593,ok
VBH-717,VBH,1,qwen3-1.7b,difficulty,5,0,0,2,1011,ok
VBH-717,VBH,1,qwen3-1.7b,difficulty,6,0,1,5,518,ok
VBH-717,VBH,1,qwen3-1.7b,difficulty,7,0,0,5,597,ok
VBH-717,VBH,1,qwen3-1.7b,difficulty,8,0,1,5,380,ok
VBH-717,VBH,1,qwen3-1.7b,difficulty,9,0,1,3,473,ok
VBH-717,VBH,1,qwen3-1.7b,noref,0,0,0,,715,ok
VBH-717,VBH,1,qwen3-1.7b,noref,1,0,0,,1082,ok
VBH-717,VBH,1,qwen3-1.7b,noref,2,0,0,,874,ok
VBH-717,VBH,1,qwen3-1.7b,noref,3,0,0,,748,ok
VBH-717,VBH,1,qwen3-1.7b,noref,4,0,0,,1093,ok
VBH-717,VBH,1,qwen3-1.7b,noref,5,0,0,,873,ok
VBH-717,VBH,1,qwen3-1.7b,noref,6,0,0,,580,ok
VBH-717,VBH,1,qwen3-1.7b,noref,7,0,0,,863,ok
VBH-717,VBH,1,qwen3-1.7b,noref,8,0,0,,1266,ok
VBH-717,VBH,1,qwen3-1.7b,noref,9,0,0,,896,ok
VBH-851,VBH,0,qwen3-1.7b,verbatim,0,0,0,,18,ok
VBH-851,VBH,0,qwen3-1.7b,verbatim,1,0,0,,18,ok
VBH-851,VBH,0,qwen3-1.7b,verbatim,2,0,0,,18,ok
VBH-851,VBH,0,qwen3-1.7b,verbatim,3,0,0,,18,ok
VBH-851,VBH,0,qwen3-1.7b,verbatim,4,0,0,,18,ok
VBH-851,VBH,0,qwen3-1.7b,verbatim,5,0,0,,18,ok
VBH-851,VBH,0,qwen3-1.7b,verbatim,6,0,0,,18,ok
VBH-851,VBH,0,qwen3-1.7b,verbatim,7,0,0,,18,ok
VBH-851,VBH,0,qwen3-1.7b,verbatim,8,0,0,,18,ok
VBH-851,VBH,0,qwen3-1.7b,verbatim,9,0,0,,18,ok
VBH-851,VBH,0,qwen3-1.7b,difficulty,0,0,0,,18,ok
VBH-851,VBH,0,qwen3-1.7b,difficulty,1,0,1,5,33,ok
VBH-851,VBH,0,qwen3-1.7b,difficulty,2,0,0,,18,ok
VBH-851,VBH,0,qwen3-1.7b,difficulty,3,0,0,,18,ok
VBH-851,VBH,0,qwen3-1.7b,difficulty,4,0,1,,19,ok
VBH-851,VBH,0,qwen3-1.7b,difficulty,5,0,0,,18,ok
VBH-851,VBH,0,qwen3-1.7b,difficulty,6,0,1,,19,ok
VBH-851,VBH,0,qwen3-1.7b,difficulty,7,0,0,,18,ok
VBH-851,VBH,0,qwen3-1.7b,difficulty,8,0,1,,19,ok
VBH-851,VBH,0,qwen3-1.7b,difficulty,9,0,1,,19,ok
VBH-851,VBH,0,qwen3-1.7b,noref,0,0,,,17,no_verdict
VBH-851,VBH,0,qwen3-1.7b,noref,1,0,,,17,no_verdict
VBH-851,VBH,0,qwen3-1.7b,noref,2,0,,,17,no_verdict
VBH-851,VBH,0,qwen3-1.7b,noref,3,0,,,17,no_verdict
VBH-851,VBH,0,qwen3-1.7b,noref,4,0,,,17,no_verdict
VBH-851,VBH,0,qwen3-1.7b,noref,5,0,,,17,no_verdict
VBH-851,VBH,0,qwen3-1.7b,noref,6,0,,,17,no_verdict
VBH-851,VBH,0,qwen3-1.7b,noref,7,0,,,17,no_verdict
VBH-851,VBH,0,qwen3-1.7b,noref,8,0,,,17,no_verdict
VBH-851,VBH,0,qwen3-1.7b,noref,9,0,,,17,no_verdict
VBH-40,VBH,0,qwen3-1.7b,verbatim,0,0,1,,861,ok
VBH-40,VBH,0,qwen3-1.7b,verbatim,1,0,1,,19,ok
VBH-40,VBH,0,qwen3-1.7b,verbatim,2,0,1,,558,ok
VBH-40,VBH,0,qwen3-1.7b,verbatim,3,0,1,,1016,ok
VBH-40,VBH,0,qwen3-1.7b,verbatim,4,0,1,,581,ok
VBH-40,VBH,0,qwen3-1.7b,verbatim,5,0,1,,653,ok
VBH-40,VBH,0,qwen3-1.7b,verbatim,6,0,1,,1095,ok
VBH-40,VBH,0,qwen3-1.7b,verbatim,7,0,1,,458,ok
VBH-40,VBH,0,qwen3-1.7b,verbatim,8,0,1,,616,ok
VBH-40,VBH,0,qwen3-1.7b,verbatim,9,0,1,,629,ok
VBH-40,VBH,0,qwen3-1.7b,difficulty,0,0,1,5,728,ok
VBH-40,VBH,0,qwen3-1.7b,difficulty,1,0,1,,1297,ok
VBH-40,VBH,0,qwen3-1.7b,difficulty,2,0,1,5,980,ok
VBH-40,VBH,0,qwen3-1.7b,difficulty,3,0,1,,1143,ok
VBH-40,VBH,0,qwen3-1.7b,difficulty,4,0,1,4,995,ok
VBH-40,VBH,0,qwen3-1.7b,difficulty,5,0,1,,1034,ok
VBH-40,VBH,0,qwen3-1.7b,difficulty,6,0,1,5,912,ok
VBH-40,VBH,0,qwen3-1.7b,difficulty,7,0,1,,865,ok
VBH-40,VBH,0,qwen3-1.7b,difficulty,8,0,0,,754,ok
VBH-40,VBH,0,qwen3-1.7b,difficulty,9,0,1,5,968,ok
VBH-40,VBH,0,qwen3-1.7b,noref,0,0,1,,2225,ok
VBH-40,VBH,0,qwen3-1.7b,noref,1,0,1,,1760,ok
VBH-40,VBH,0,qwen3-1.7b,noref,2,0,1,,2160,ok
VBH-40,VBH,0,qwen3-1.7b,noref,3,0,1,,2453,ok
VBH-40,VBH,0,qwen3-1.7b,noref,4,0,1,,2325,ok
VBH-40,VBH,0,qwen3-1.7b,noref,5,0,1,,2311,ok
VBH-40,VBH,0,qwen3-1.7b,noref,6,0,1,,2149,ok
VBH-40,VBH,0,qwen3-1.7b,noref,7,0,1,,3037,ok
VBH-40,VBH,0,qwen3-1.7b,noref,8,0,1,,1714,ok
VBH-40,VBH,0,qwen3-1.7b,noref,9,0,0,,2064,ok
VBH-775,VBH,1,qwen3-1.7b,verbatim,0,0,1,,19,ok
VBH-775,VBH,1,qwen3-1.7b,verbatim,1,0,1,,19,ok
VBH-775,VBH,1,qwen3-1.7b,verbatim,2,0,1,,19,ok
VBH-775,VBH,1,qwen3-1.7b,verbatim,3,0,1,,19,ok
VBH-775,VBH,1,qwen3-1.7b,verbatim,4,0,1,,19,ok
VBH-775,VBH,1,qwen3-1.7b,verbatim,5,0,1,,19,ok
VBH-775,VBH,1,qwen3-1.7b,verbatim,6,0,1,,19,ok
VBH-775,VBH,1,qwen3-1.7b,verbatim,7,0,1,,19,ok
VBH-775,VBH,1,qwen3-1.7b,verbatim,8,0,1,,19,ok
VBH-775,VBH,1,qwen3-1.7b,verbatim,9,0,1,,19,ok
VBH-775,VBH,1,qwen3-1.7b,difficulty,0,0,1,5,776,ok
VBH-775,VBH,1,qwen3-1.7b,difficulty,1,0,1,5,1086,ok
VBH-775,VBH,1,qwen3-1.7b,difficulty,2,0,1,5,194,ok
VBH-775,VBH,1,qwen3-1.7b,difficulty,3,0,1,5,593,ok
VBH-775,VBH,1,qwen3-1.7b,difficulty,4,0,1,5,234,ok
VBH-775,VBH,1,qwen3-1.7b,difficulty,5,0,1,5,290,ok
VBH-775,VBH,1,qwen3-1.7b,difficulty,6,0,0,2,1135,ok
VBH-775,VBH,1,qwen3-1.7b,difficulty,7,0,1,5,326,ok
VBH-775,VBH,1,qwen3-1.7b,difficulty,8,0,1,5,220,ok
VBH-775,VBH,1,qwen3-1.7b,difficulty,9,0,1,5,202,ok
VBH-775,VBH,1,qwen3-1.7b,noref,0,0,1,,1787,ok
VBH-775,VBH,1,qwen3-1.7b,noref,1,0,1,,19,ok
VBH-775,VBH,1,qwen3-1.7b,noref,2,0,0,,1837,ok
VBH-775,VBH,1,qwen3-1.7b,noref,3,0,1,,19,ok
VBH-775,VBH,1,qwen3-1.7b,noref,4,0,1,,19,ok
VBH-775,VBH,1,qwen3-1.7b,noref,5,0,0,,1185,ok
VBH-775,VBH,1,qwen3-1.7b,noref,6,0,1,,19,ok
VBH-775,VBH,1,qwen3-1.7b,noref,7,0,1,,19,ok
VBH-775,VBH,1,qwen3-1.7b,noref,8,0,1,,1093,ok
VBH-775,VBH,1,qwen3-1.7b,noref,9,0,1,,1975,ok
VBH-627,VBH,0,qwen3-1.7b,verbatim,0,0,0,,805,ok
VBH-627,VBH,0,qwen3-1.7b,verbatim,1,0,0,,943,ok
VBH-627,VBH,0,qwen3-1.7b,verbatim,2,0,0,,454,ok
VBH-627,VBH,0,qwen3-1.7b,verbatim,3,0,0,,1401,ok
VBH-627,VBH,0,qwen3-1.7b,verbatim,4,0,1,,406,ok
VBH-627,VBH,0,qwen3-1.7b,verbatim,5,0,0,,789,ok
VBH-627,VBH,0,qwen3-1.7b,verbatim,6,0,1,,1540,ok
VBH-627,VBH,0,qwen3-1.7b,verbatim,7,0,1,,372,ok
VBH-627,VBH,0,qwen3-1.7b,verbatim,8,0,0,,511,ok
VBH-627,VBH,0,qwen3-1.7b,verbatim,9,0,0,,1019,ok
VBH-627,VBH,0,qwen3-1.7b,difficulty,0,0,0,2,711,ok
VBH-627,VBH,0,qwen3-1.7b,difficulty,1,0,0,2,981,ok
VBH-627,VBH,0,qwen3-1.7b,difficulty,2,0,0,2,679,ok
VBH-627,VBH,0,qwen3-1.7b,difficulty,3,0,0,2,719,ok
VBH-627,VBH,0,qwen3-1.7b,difficulty,4,0,0,2,661,ok
VBH-627,VBH,0,qwen3-1.7b,difficulty,5,0,0,3,851,ok
VBH-627,VBH,0,qwen3-1.7b,difficulty,6,0,0,2,718,ok
VBH-627,VBH,0,qwen3-1.7b,difficulty,7,0,0,2,879,ok
VBH-627,VBH,0,qwen3-1.7b,difficulty,8,0,0,2,822,ok
VBH-627,VBH,0,qwen3-1.7b,difficulty,9,0,0,3,773,ok
VBH-627,VBH,0,qwen3-1.7b,noref,0,0,1,,1368,ok
VBH-627,VBH,0,qwen3-1.7b,noref,1,0,1,,2023,ok
VBH-627,VBH,0,qwen3-1.7b,noref,2,0,1,,2505,ok
VBH-627,VBH,0,qwen3-1.7b,noref,3,0,0,,3734,ok
VBH-627,VBH,0,qwen3-1.7b,noref,4,0,1,,3096,ok
VBH-627,VBH,0,qwen3-1.7b,noref,5,0,1,,3246,ok
VBH-627,VBH,0,qwen3-1.7b,noref,6,0,1,,3651,ok
VBH-627,VBH,0,qwen3-1.7b,noref,7,0,1,,2408,ok
VBH-627,VBH,0,qwen3-1.7b,noref,8,0,1,,2593,ok
VBH-627,VBH,0,qwen3-1.7b,noref,9,0,1,,3042,ok
VBH-663,VBH,0,qwen3-1.7b,verbatim,0,0,0,,1016,ok
VBH-663,VBH,0,qwen3-1.7b,verbatim,1,0,0,,1261,ok
VBH-663,VBH,0,qwen3-1.7b,verbatim,2,0,0,,672,ok
VBH-663,VBH,0,qwen3-1.7b,verbatim,3,0,0,,1414,ok
VBH-663,VBH,0,qwen3-1.7b,verbatim,4,0,0,,1217,ok
VBH-663,VBH,0,qwen3-1.7b,verbatim,5,0,0,,1057,ok
VBH-663,VBH,0,qwen3-1.7b,verbatim,6,0,0,,1043,ok
VBH-663,VBH,0,qwen3-1.7b,verbatim,7,0,0,,1319,ok
VBH-663,VBH,0,qwen3-1.7b,verbatim,8,0,0,,1378,ok
VBH-663,VBH,0,qwen3-1.7b,verbatim,9,0,0,,1066,ok
VBH-663,VBH,0,qwen3-1.7b,difficulty,0,0,0,2,1148,ok
VBH-663,VBH,0,qwen3-1.7b,difficulty,1,0,0,3,1099,ok
VBH-663,VBH,0,qwen3-1.7b,difficulty,2,0,0,2,663,ok
VBH-663,VBH,0,qwen3-1.7b,difficulty,3,0,0,5,747,ok
VBH-663,VBH,0,qwen3-1.7b,difficulty,4,0,0,3,1098,ok
VBH-663,VBH,0,qwen3-1.7b,difficulty,5,0,0,2,1263,ok
VBH-663,VBH,0,qwen3-1.7b,difficulty,6,0,0,3,1143,ok
VBH-663,VBH,0,qwen3-1.7b,difficulty,7,0,0,3,966,ok
VBH-663,VBH,0,qwen3-1.7b,difficulty,8,0,0,3,1132,ok
VBH-663,VBH,0,qwen3-1.7b,difficulty,9,0,0,2,1231,ok
VBH-663,VBH,0,qwen3-1.7b,noref,0,0,0,,1274,ok
VBH-663,VBH,0,qwen3-1.7b,noref,1,0,0,,1175,ok
VBH-663,VBH,0,qwen3-1.7b,noref,2,0,0,,1505,ok
VBH-663,VBH,0,qwen3-1.7b,noref,3,0,0,,1051,ok
VBH-663,VBH,0,qwen3-1.7b,noref,4,0,0,,913,ok
VBH-663,VBH,0,qwen3-1.7b,noref,5,0,0,,1326,ok
VBH-663,VBH,0,qwen3-1.7b,noref,6,0,0,,1263,ok
VBH-663,VBH,0,qwen3-1.7b,noref,7,0,0,,1245,ok
VBH-663,VBH,0,qwen3-1.7b,noref,8,0,0,,1430,ok
VBH-663,VBH,0,qwen3-1.7b,noref,9,0,0,,1118,ok
VBH-396,VBH,0,qwen3-1.7b,verbatim,0,0,1,,19,ok
VBH-396,VBH,0,qwen3-1.7b,verbatim,1,0,1,,19,ok
VBH-396,VBH,0,qwen3-1.7b,verbatim,2,0,1,,19,ok
VBH-396,VBH,0,qwen3-1.7b,verbatim,3,0,1,,19,ok
VBH-396,VBH,0,qwen3-1.7b,verbatim,4,0,1,,19,ok
VBH-396,VBH,0,qwen3-1.7b,verbatim,5,0,1,,19,ok
VBH-396,VBH,0,qwen3-1.7b,verbatim,6,0,1,,19,ok
VBH-396,VBH,0,qwen3-1.7b,verbatim,7,0,1,,19,ok
VBH-396,VBH,0,qwen3-1.7b,verbatim,8,0,1,,19,ok
VBH-396,VBH,0,qwen3-1.7b,verbatim,9,0,1,,19,ok
VBH-396,VBH,0,qwen3-1.7b,difficulty,0,0,1,,19,ok
VBH-396,VBH,0,qwen3-1.7b,difficulty,1,0,1,,19,ok
VBH-396,VBH,0,qwen3-1.7b,difficulty,2,0,1,,19,ok
VBH-396,VBH,0,qwen3-1.7b,difficulty,3,0,1,,19,ok
VBH-396,VBH,0,qwen3-1.7b,difficulty,4,0,1,,19,ok
VBH-396,VBH,0,qwen3-1.7b,difficulty,5,0,1,,19,ok
VBH-396,VBH,0,qwen3-1.7b,difficulty,6,0,1,,19,ok
VBH-396,VBH,0,qwen3-1.7b,difficulty,7,0,1,,19,ok
VBH-396,VBH,0,qwen3-1.7b,difficulty,8,0,1,,19,ok
VBH-396,VBH,0,qwen3-1.7b,difficulty,9,0,1,,19,ok
VBH-396,VBH,0,qwen3-1.7b,noref,0,0,1,,1858,fallback
VBH-396,VBH,0,qwen3-1.7b,noref,1,0,,,1821,no_verdict
VBH-396,VBH,0,qwen3-1.7b,noref,2,0,,,1987,no_verdict
VBH-396,VBH,0,qwen3-1.7b,noref,3,0,,,1729,no_verdict
VBH-396,VBH,0,qwen3-1.7b,noref,4,0,,,1747,no_verdict
VBH-396,VBH,0,qwen3-1.7b,noref,5,0,,,1824,no_verdict
VBH-396,VBH,0,qwen3-1.7b,noref,6,0,1,,1063,ok
VBH-396,VBH,0,qwen3-1.7b,noref,7,0,,,1704,no_verdict
VBH-396,VBH,0,qwen3-1.7b,noref,8,0,,,1772,no_verdict
VBH-396,VBH,0,qwen3-1.7b,noref,9,0,,,1410,no_verdict
VBH-924,VBH,1,qwen3-1.7b,verbatim,0,0,1,,595,ok
VBH-924,VBH,1,qwen3-1.7b,verbatim,1,0,1,,786,ok
VBH-924,VBH,1,qwen3-1.7b,verbatim,2,0,1,,816,ok
VBH-924,VBH,1,qwen3-1.7b,verbatim,3,0,1,,542,ok
VBH-924,VBH,1,qwen3-1.7b,verbatim,4,0,1,,750,ok
VBH-924,VBH,1,qwen3-1.7b,verbatim,5,0,1,,621,ok
VBH-924,VBH,1,qwen3-1.7b,verbatim,6,0,1,,734,ok
VBH-924,VBH,1,qwen3-1.7b,verbatim,7,0,1,,688,ok
VBH-924,VBH,1,qwen3-1.7b,verbatim,8,0,1,,664,ok
VBH-924,VBH,1,qwen3-1.7b,verbatim,9,0,1,,538,ok
VBH-924,VBH,1,qwen3-1.7b,difficulty,0,0,1,3,737,ok
VBH-924,VBH,1,qwen3-1.7b,difficulty,1,0,1,3,389,ok
VBH-924,VBH,1,qwen3-1.7b,difficulty,2,0,1,4,725,ok
VBH-924,VBH,1,qwen3-1.7b,difficulty,3,0,1,1,164,ok
VBH-924,VBH,1,qwen3-1.7b,difficulty,4,0,1,3,487,ok
VBH-924,VBH,1,qwen3-1.7b,difficulty,5,0,1,3,679,ok
VBH-924,VBH,1,qwen3-1.7b,difficulty,6,0,1,4,877,ok
VBH-924,VBH,1,qwen3-1.7b,difficulty,7,0,1,3,438,ok
VBH-924,VBH,1,qwen3-1.7b,difficulty,8,0,1,3,482,ok
VBH-924,VBH,1,qwen3-1.7b,difficulty,9,0,1,3,487,ok
VBH-924,VBH,1,qwen3-1.7b,noref,0,0,0,,547,ok
VBH-924,VBH,1,qwen3-1.7b,noref,1,0,1,,575,ok
VBH-924,VBH,1,qwen3-1.7b,noref,2,0,1,,453,ok
VBH-924,VBH,1,qwen3-1.7b,noref,3,0,1,,737,ok
VBH-924,VBH,1,qwen3-1.7b,noref,4,0,1,,642,ok
VBH-924,VBH,1,qwen3-1.7b,noref,5,0,0,,477,ok
VBH-924,VBH,1,qwen3-1.7b,noref,6,0,1,,732,ok
VBH-924,VBH,1,qwen3-1.7b,noref,7,0,1,,666,ok
VBH-924,VBH,1,qwen3-1.7b,noref,8,0,0,,689,ok
VBH-924,VBH,1,qwen3-1.7b,noref,9,0,1,,677,ok
VBH-319,VBH,0,qwen3-1.7b,verbatim,0,0,0,,1215,ok
VBH-319,VBH,0,qwen3-1.7b,verbatim,1,0,1,,743,ok
VBH-319,VBH,0,qwen3-1.7b,verbatim,2,0,1,,1472,ok
VBH-319,VBH,0,qwen3-1.7b,verbatim,3,0,0,,1258,ok
VBH-319,VBH,0,qwen3-1.7b,verbatim,4,0,0,,792,ok
VBH-319,VBH,0,qwen3-1.7b,verbatim,5,0,0,,833,ok
VBH-319,VBH,0,qwen3-1.7b,verbatim,6,0,0,,1331,ok
VBH-319,VBH,0,qwen3-1.7b,verbatim,7,0,0,,1048,ok
VBH-319,VBH,0,qwen3-1.7b,verbatim,8,0,0,,784,ok
VBH-319,VBH,0,qwen3-1.7b,verbatim,9,0,0,,1596,ok
VBH-319,VBH,0,qwen3-1.7b,difficulty,0,0,1,5,1198,ok
